life_expectancy,% 0 Vehicle HH,LILATracts_halfAnd10,Pedestrian Network Density,Employment Density,Walkability,Transit Frequency
77.4,0.263333333,0,42.39560778,22.94511443,18.16666667,899.570049
71.9,0.138964578,1,9.943784422,4.115440792,10.83333333,9.066719817
73.1,0.201195219,1,18.40161291,0.856829547,13.5,16.12855619
74.3,0.0,0,1.093049326,0.001160539,2.5,-99999.0
77.7,0.013384321,0,3.63994777,3.106127376,7.833333333,1.286442696
75.0,0.111111111,0,3.788958367,1.421278071,14.66666667,3.428621281
66.4,0.036363636,1,14.40443608,0.1200334,11.66666667,11.81867326
67.0,0.252459016,1,26.33748634,0.85970571,15.16666667,48.77663443
72.8,0.056818182,0,15.34955756,1.930820404,14.66666667,21.12350527
75.6,0.021978022,1,17.15780734,0.976196343,14.33333333,26.67257166
72.9,0.199637024,1,9.372793469,18.27613952,14.5,27.89363106
78.3,0.0,0,21.11177137,6.629463765,13.33333333,13.32332566
74.4,0.138613861,0,18.01454151,4.687496417,15.0,18.63389658
76.1,0.019607843,0,24.0148608,26.30330008,11.83333333,15.76506474
74.4,0.129032258,0,23.65083589,0.944567915,16.0,51.02178049
75.0,0.141509434,1,21.15780592,1.365247588,15.5,26.69372165
70.4,0.31516184,1,13.04838964,1.019814211,13.66666667,8.993873647
72.0,0.054726368,0,15.9850922,2.143011128,15.5,13.51258248
72.9,0.0546875,1,12.24045501,1.021035844,14.16666667,10.28762602
74.7,0.060606061,1,16.2333332,1.99529358,15.83333333,8.332721164
71.8,0.044226044,1,19.35886479,1.053332373,12.83333333,10.33374497
76.5,0.066011236,1,17.12989022,0.342297497,12.83333333,17.89763818
78.8,0.158134243,1,8.33346576,6.163543348,16.66666667,10.57551674
76.1,0.012480499,0,12.96241082,9.814896711,14.5,3.539862079
73.7,0.123737374,1,10.65523198,0.481138233,12.66666667,15.97806611
78.0,0.0,0,3.890535334,0.734322925,5.166666667,1.916165656
72.6,0.0,1,16.15931368,0.396799351,11.83333333,30.78201026
63.9,0.534825871,1,20.92787451,0.0,13.0,35.78448986
67.6,0.20610687,1,15.41292863,0.845755334,11.33333333,11.26546104
67.9,0.15542522,0,16.58095019,0.530756909,14.16666667,28.37605251
69.2,0.081218274,1,16.85273112,1.240413606,16.0,21.74603771
69.7,0.131944444,1,25.28818168,0.722961629,14.5,5.931992855
71.0,0.034343434,1,9.337979868,0.584080326,13.33333333,8.423385399
70.9,0.111111111,0,6.348586821,1.320248004,12.83333333,1.242586357
74.6,0.0,1,16.14758129,1.128722892,13.5,13.75966954
75.3,0.046153846,0,16.29481776,0.127239258,8.0,-99999.0
72.8,0.110939908,1,19.53112502,2.896744248,14.33333333,4.834125195
79.4,0.028813559,0,22.39903239,1.083687647,9.333333333,-99999.0
78.3,0.031339031,0,18.83829279,1.173768468,15.0,10.05933068
75.2,0.27027027,1,7.676326869,3.535673449,12.33333333,8.940069827
72.6,0.115591398,1,8.660190522,1.10375699,13.16666667,9.379257771
76.3,0.065708419,1,24.24536841,3.104262597,14.66666667,14.58149036
73.3,0.0,0,18.00095492,13.34229225,16.33333333,5.444582579
79.0,0.018779343,0,12.86068955,12.04760415,9.833333333,3.319899528
82.1,0.0,0,21.52342629,11.20065971,9.333333333,-99999.0
82.1,0.0,0,21.52342629,11.20065971,9.333333333,-99999.0
81.4,0.0,0,12.49364427,0.813174036,7.833333333,-99999.0
80.2,0.044692737,0,9.640501846,1.117111071,10.16666667,5.845038697
69.7,0.063394683,1,13.24957913,0.1020508,12.66666667,5.234766165
68.3,0.058577406,1,12.27459085,1.479659524,12.16666667,12.11490966
74.3,0.021276596,1,7.925808206,0.639104855,6.833333333,1.805859192
75.3,0.183499289,1,13.90097682,0.159878892,7.333333333,11.37279672
75.0,0.255924171,1,14.77579059,0.351679359,13.66666667,43.56286259
68.6,0.074193548,1,5.506372224,1.78812118,12.16666667,4.092675947
68.9,0.144694534,1,16.66638038,0.908723155,12.0,5.409126921
73.5,0.022082019,1,21.55339219,1.191605881,14.66666667,15.87613467
72.0,0.01509434,0,8.620049031,0.030233984,6.833333333,0.511999666
75.2,0.023809524,0,3.666390481,0.004625687,3.333333333,0.211459963
75.2,0.0,1,15.47384866,2.277829957,12.33333333,13.68836782
73.1,0.340909091,1,28.31600869,0.407831119,13.16666667,16.20266443
80.4,0.022113022,0,16.39343523,0.22305831,7.5,-99999.0
73.9,0.069686411,1,8.303054126,1.824673468,14.83333333,17.93097549
70.9,0.22027972,1,13.69247221,0.428890302,9.166666667,15.98903046
67.1,0.075117371,1,11.08816804,0.174283554,10.33333333,8.580113416
74.0,0.037634409,0,19.75727038,1.85990405,17.16666667,44.08661452
75.3,0.167487685,0,23.79447624,4.100184452,14.83333333,34.64155839
74.9,0.016216216,0,0.816447023,0.002273363,2.833333333,-99999.0
74.9,0.016216216,0,0.816447023,0.002273363,2.833333333,-99999.0
77.0,0.066907776,0,11.58164297,7.612911027,8.666666667,0.909541352
77.7,0.016528926,0,2.940372314,0.030924246,4.833333333,1.799228857
74.4,0.04245283,0,18.18557863,1.997226184,16.66666667,49.60134869
75.0,0.144356955,1,14.56737507,9.482679616,15.0,16.3474819
79.0,0.068527919,0,11.90937893,2.757312287,10.83333333,-99999.0
75.3,0.063291139,1,6.034153332,5.762752139,9.333333333,1.233035821
80.7,0.010318143,0,12.63164926,1.026701382,7.833333333,-99999.0
77.6,0.053053053,0,10.2896367,0.656935668,7.5,-99999.0
81.2,0.0,0,17.72273754,1.818528013,11.66666667,-99999.0
80.2,0.114537445,1,9.509850748,3.102310075,7.166666667,-99999.0
80.5,0.048128342,0,11.79299937,1.301523209,11.33333333,11.52906372
82.2,0.024691358,0,10.21387995,1.185304525,9.166666667,2.503613519
75.3,0.0,0,17.78367865,7.850349139,10.33333333,-99999.0
75.4,0.015197568,0,12.28752241,3.225770472,9.5,-99999.0
76.6,0.0,0,17.32552254,3.074430108,10.33333333,-99999.0
69.1,0.288372093,1,2.402847088,1.095054718,9.833333333,0.376002653
81.2,0.103626943,0,1.596842727,0.033390033,6.833333333,-99999.0
81.2,0.103626943,0,1.596842727,0.033390033,6.833333333,-99999.0
79.9,0.0,0,8.471763132,0.163562924,6.833333333,-99999.0
78.1,0.0,0,6.881973578,0.827951572,8.166666667,-99999.0
78.4,0.170520231,0,8.716094321,4.833009394,8.0,-99999.0
76.2,0.017948718,0,3.514383423,0.073697822,6.166666667,-99999.0
71.6,0.010695187,0,5.627216746,4.24760998,6.833333333,1.053262451
80.3,0.012032086,0,3.669788747,3.823070171,8.166666667,-99999.0
76.4,0.0,0,1.554307318,0.499424953,6.0,-99999.0
75.3,0.057471264,0,22.8067445,0.519270186,7.833333333,-99999.0
84.3,0.015801354,0,17.46207657,2.075241978,11.5,-99999.0
83.6,0.036172695,0,8.578029785,0.131014733,5.666666667,-99999.0
80.4,0.028333333,0,5.514817571,0.040490687,4.5,-99999.0
80.4,0.028333333,0,5.514817571,0.040490687,4.5,-99999.0
82.5,0.035767511,0,17.00545633,2.586673903,9.333333333,-99999.0
75.4,0.188679245,1,24.42662209,1.054724055,7.166666667,-99999.0
68.9,0.187394958,1,17.87308939,6.047223293,14.66666667,6.009662899
80.8,0.058432935,0,18.30376285,0.543406419,8.666666667,-99999.0
76.1,0.117130307,0,19.99933098,1.850591239,15.33333333,6.351706704
78.7,0.039893617,0,10.1874902,1.234787124,6.5,4.99660857
82.8,0.018061187,0,12.70996665,0.386604879,7.833333333,-99999.0
76.2,0.0,0,15.62518962,0.48391307,10.5,17.44813323
82.1,0.011478731,0,11.64922899,2.236585851,9.333333333,2.011953843
74.6,0.0,0,2.499158448,0.642474232,7.333333333,0.402923575
78.0,0.028094153,0,3.361834368,0.493037254,5.833333333,-99999.0
77.6,0.0,0,3.873863202,0.088487974,6.0,-99999.0
71.0,0.178994083,1,15.26145362,0.727209856,12.16666667,30.07826796
72.7,0.022140221,0,20.94514963,0.390949519,11.83333333,17.80962264
73.8,0.0,1,27.04920824,0.940719565,17.33333333,13.23209938
66.7,0.019230769,1,18.40324427,1.298766905,12.5,-99999.0
70.2,0.029585799,1,22.43158641,0.800721992,12.0,-99999.0
71.5,0.014005602,1,14.27270497,1.083857847,14.83333333,6.800676686
74.6,0.270893372,1,18.55164264,1.487072942,14.33333333,8.16932775
71.3,0.018181818,1,21.31799846,2.247861266,13.83333333,6.644947852
77.2,0.013586957,1,17.58932969,8.229207774,16.16666667,11.329502
69.5,0.057142857,1,23.831894,0.080147832,10.33333333,8.527729329
75.0,0.054200542,1,16.86918107,1.328483265,14.5,3.053371891
72.6,0.145454545,1,5.851925228,0.953727318,6.666666667,0.665552609
73.0,0.264604811,1,13.1780536,0.159869817,10.16666667,4.252537142
77.5,0.011363636,0,2.055612021,0.156366689,6.0,-99999.0
84.0,0.0,0,7.431427556,0.082148336,6.333333333,-99999.0
82.9,0.0,0,11.9357508,0.712301993,8.5,-99999.0
71.6,0.126797386,1,11.32679945,2.392131335,9.5,-99999.0
80.2,0.010245902,0,4.126053014,0.070616508,6.0,-99999.0
74.9,0.0,0,14.28327332,5.140405464,11.66666667,-99999.0
79.5,0.020316027,0,14.884659,0.338470334,8.0,-99999.0
82.5,0.010835913,0,14.99146879,7.748130552,11.0,-99999.0
80.9,0.0,0,19.58835162,1.338854544,9.333333333,-99999.0
82.7,0.078085642,0,13.28352683,3.583838665,9.333333333,-99999.0
75.5,0.025906736,0,20.71106899,0.100532302,6.166666667,-99999.0
73.2,0.012847966,1,7.247731133,0.976246322,13.5,2.107574375
69.0,0.0,1,20.70238617,0.914419337,13.5,14.10188857
73.8,0.038109756,1,11.79587205,0.712451943,12.33333333,9.422019329
77.2,0.110743802,0,21.52571578,1.267376551,15.5,9.264274083
72.6,0.0,0,14.8293919,0.285356939,6.5,-99999.0
70.3,0.052401747,1,13.16442581,0.122936795,8.5,5.455987404
74.8,0.034090909,1,11.40087565,3.116785119,11.33333333,7.931424579
81.3,0.01193634,0,11.25707843,0.33745616,7.833333333,-99999.0
79.3,0.048582996,1,15.61778703,1.561867811,10.16666667,-99999.0
75.1,0.090289608,1,16.09403042,1.742753834,10.66666667,-99999.0
77.9,0.0,0,22.74990656,2.167820048,10.5,-99999.0
79.3,0.018250951,0,11.18255191,1.523275248,8.5,-99999.0
76.9,0.040540541,0,12.57079274,0.357056536,5.0,-99999.0
77.4,0.0,0,16.27679583,2.633696731,14.83333333,9.85711057
74.9,0.104039168,1,14.35108304,0.74955267,13.16666667,26.0137434
67.6,0.025510204,1,15.52178198,2.025723941,13.66666667,16.07028935
72.1,0.141104294,1,18.94192943,0.152815682,13.0,16.92175955
79.3,0.0,0,16.44175855,4.253278368,15.66666667,5.355713593
79.8,0.006042296,0,4.434553589,0.222914706,5.166666667,-99999.0
78.7,0.065335753,0,12.3796246,1.087826103,13.0,17.25708814
78.1,0.081632653,0,10.76682796,1.115623404,11.33333333,32.35032408
82.5,0.180497925,0,13.76560193,4.029309943,18.33333333,3.536882892
81.7,0.0,0,3.175404201,0.308804748,7.666666667,-99999.0
72.0,0.126684636,1,10.03940108,1.751466664,11.16666667,7.212147711
77.3,0.080229226,1,15.72862969,2.545586822,15.16666667,41.74762387
78.3,0.0,0,6.260581975,0.112097544,5.833333333,-99999.0
81.5,0.014018692,0,19.28281266,0.024902972,10.33333333,10.5987047
78.1,0.436305732,1,15.92354194,4.797457608,14.0,8.633395171
82.3,0.096062992,0,6.614123068,4.222604652,14.16666667,7.524838322
73.3,0.2,0,22.7966637,4.317579351,17.33333333,-99999.0
85.2,0.064935065,0,3.964123159,0.083956462,4.166666667,2.08055828
84.4,0.011547344,0,7.923397282,1.113869156,13.83333333,5.590615374
79.5,0.028282828,0,13.5243637,1.438135308,13.33333333,14.31492324
83.4,0.016233766,0,7.499181553,0.359804063,7.5,0.552989183
83.3,0.026058632,0,10.7753768,0.089085407,11.0,18.99026815
78.9,0.089588378,1,2.180369495,2.773188632,6.5,0.414795596
