life_expectancy,% 0 Vehicle HH,LILATracts_halfAnd10,Pedestrian Network Density,Employment Density,Walkability,Transit Frequency
73.7,0.016605166,1,21.65596551,1.570673001,15.0,6.591676857
81.0,0.024054983,0,18.10014243,20.19218784,11.33333333,9.680599949
77.8,0.0,1,19.76605919,0.786132196,12.33333333,29.25143054
78.7,0.017991004,0,20.93946916,20.62763714,16.83333333,42.78187263
80.7,0.0,0,22.16389527,0.751909978,13.5,23.47426274
77.7,0.0,0,3.681928608,0.164416436,5.0,-99999.0
73.5,0.18699187,0,15.44100583,13.47571738,6.666666667,-99999.0
77.3,0.322222222,1,19.12156194,12.5488588,13.66666667,-99999.0
82.4,0.04558011,0,19.41129998,0.52896167,6.833333333,2.487177348
72.1,0.198090692,1,11.72183736,2.167653856,14.5,20.8616311
72.9,0.325490196,1,15.44877125,3.238136079,16.66666667,22.56898686
70.1,0.140724947,1,21.35334937,0.06606413,11.33333333,19.21865644
78.9,0.038610039,1,23.95252497,4.240448571,14.16666667,11.45100036
77.9,0.031290743,1,12.64477903,0.743251996,7.0,-99999.0
80.2,0.116995074,0,15.470076,2.611668094,11.83333333,-99999.0
83.6,0.0,1,18.40683999,0.914601485,11.0,10.17991218
77.3,0.079575597,0,21.21670104,1.193409512,13.0,22.86772718
70.5,0.035040431,1,17.25194038,2.153258123,15.0,13.57319135
78.9,0.0,0,11.66278665,11.05398708,8.166666667,-99999.0
78.2,0.0,0,15.27532789,0.283678008,12.0,3.240607893
76.2,0.0,1,18.48001767,0.377713349,8.166666667,-99999.0
75.1,0.025974026,1,20.29679442,0.043633453,9.5,18.6169398
73.7,0.12335958,1,17.19454059,0.886404207,13.66666667,25.40143399
71.3,0.151785714,1,11.47576402,0.912356365,11.33333333,16.19765711
77.8,0.079831933,1,21.46705204,0.604934698,15.16666667,12.07504355
77.1,0.071202532,1,17.54575005,0.350263508,6.833333333,-99999.0
81.1,0.070808283,0,22.13079645,9.237108803,18.33333333,12.63879808
77.0,0.12,1,3.182116789,2.84236306,10.5,1.276570076
75.5,0.0,1,16.73944137,1.609982501,14.66666667,8.113297643
76.2,0.024852071,1,17.22809077,0.025855322,6.0,-99999.0
77.5,0.124324324,0,14.06647567,3.538155224,10.0,-99999.0
74.3,0.213333333,1,12.94703754,2.703529984,7.333333333,-99999.0
74.3,0.213333333,1,12.94703754,2.703529984,7.333333333,-99999.0
77.6,0.0,0,19.30688025,0.454969347,13.66666667,2.598919633
79.1,0.0,0,10.62986554,4.707606136,15.0,1.071178454
82.0,0.048034934,0,19.03498805,0.084095849,11.83333333,13.45533589
80.6,0.0,0,16.58758315,0.65677637,8.5,-99999.0
78.4,0.030063291,0,15.74074002,0.028424212,10.83333333,6.063831893
79.8,0.010670732,0,16.86653768,0.174543974,5.333333333,-99999.0
73.6,0.027027027,1,14.39857965,1.266456904,8.5,-99999.0
69.1,0.119170984,1,13.4987123,0.021016292,9.5,10.08782037
76.9,0.0,1,17.31144595,0.48157321,7.0,-99999.0
76.8,0.0,0,7.043989279,0.073135401,5.5,-99999.0
75.3,0.0,1,18.23000094,0.054839993,4.833333333,-99999.0
82.6,0.099075297,0,10.62927942,1.771828866,11.83333333,1.357276977
80.2,0.0,1,20.49191034,0.162452333,11.0,4.243678856
79.2,0.021126761,0,17.36240047,1.946247927,10.0,-99999.0
80.1,0.028368794,0,15.67973534,0.786327815,7.833333333,-99999.0
72.4,0.063973064,0,12.05136525,2.013419228,9.166666667,-99999.0
80.9,0.0,0,12.95832525,0.168554899,6.166666667,-99999.0
74.7,0.0,1,21.12671263,4.350344343,13.5,12.26528801
81.8,0.040336134,0,10.5445425,3.095518868,7.833333333,-99999.0
77.4,0.101123596,1,16.48046223,2.146848204,9.666666667,-99999.0
75.0,0.14231738,0,17.48010274,1.978969272,11.16666667,-99999.0
74.7,0.137773723,0,22.97272966,2.407356831,11.66666667,10.34032464
78.3,0.131648936,0,16.86159075,19.75474019,17.66666667,40.05396392
71.7,0.073446328,1,3.525941575,0.180431713,9.833333333,2.431026229
73.4,0.136246787,1,16.99723496,1.507028155,12.5,24.55574527
80.4,0.0,0,8.578077296,0.157736267,6.833333333,-99999.0
71.3,0.022900763,1,12.5515695,1.450901552,15.66666667,14.64203671
80.8,0.0,0,5.883111924,1.668452959,7.5,-99999.0
78.9,0.0,0,14.11863776,0.30482484,5.833333333,-99999.0
79.1,0.0,0,18.50204743,0.403748267,6.666666667,-99999.0
77.3,0.0,0,19.11721472,0.395856674,8.833333333,-99999.0
78.5,0.16713881,0,22.05633091,4.351673147,17.0,9.333867481
73.6,0.076648841,1,4.827323204,1.27260963,8.833333333,4.052174394
82.9,0.0,0,17.84095941,0.297869344,5.833333333,-99999.0
75.8,0.067524116,1,14.03873918,12.19483441,12.16666667,-99999.0
79.7,0.0,1,3.598282052,5.302133029,8.5,-99999.0
80.4,0.0,0,23.53324834,17.60432007,16.0,163.360481
76.1,0.096774194,1,20.31474188,0.104290573,12.0,8.221501382
79.7,0.0,0,1.45102824,0.02738464,4.833333333,-99999.0
80.7,0.0,0,10.44061964,1.361052184,9.0,-99999.0
77.2,0.010989011,0,4.48602422,8.465425121,6.833333333,5.362064375
79.8,0.06,0,6.655228003,0.415706626,10.66666667,6.489079034
85.6,0.157681941,0,18.09602245,25.96474988,11.83333333,-99999.0
82.5,0.0,0,21.16204758,1.138176987,9.833333333,-99999.0
81.8,0.0,0,35.98517675,0.364737466,12.16666667,10.61054447
81.0,0.0,0,13.6065664,0.117726516,5.5,-99999.0
80.4,0.037990196,0,22.07804581,0.795617902,8.833333333,-99999.0
80.8,0.0,0,16.97192956,0.39401194,8.5,-99999.0
83.9,0.034865293,0,9.856638344,2.649379923,11.16666667,-99999.0
81.6,0.180297398,0,11.268492,0.880664096,10.83333333,-99999.0
78.0,0.032407407,0,11.50350999,0.177362829,4.333333333,-99999.0
81.0,0.0,0,17.68716218,1.517370281,11.0,-99999.0
79.1,0.012759171,0,6.4003266,0.039349283,5.666666667,-99999.0
73.8,0.05805114,0,12.55970461,0.16756308,6.833333333,-99999.0
80.1,0.0,0,7.539484978,0.362102786,7.666666667,-99999.0
80.4,0.0,0,19.54916023,2.012084699,10.0,-99999.0
80.4,0.0,0,19.54916023,2.012084699,10.0,-99999.0
81.6,0.0,0,12.02648336,2.587962339,10.66666667,-99999.0
83.9,0.033783784,0,11.06683141,5.82170775,11.33333333,-99999.0
80.8,0.006153846,0,4.919249751,0.299691202,7.166666667,-99999.0
83.1,0.0,0,18.52206788,0.462645908,12.0,2.226949335
78.0,0.037779491,1,14.93014336,7.425218786,11.66666667,2.884493626
78.3,0.004154303,0,8.585197356,0.294751257,8.666666667,-99999.0
78.4,0.130434783,0,9.952361873,1.045985631,12.5,5.905424803
81.9,0.0,1,15.41730755,0.123638061,11.0,15.07206837
77.1,0.318761384,0,9.851997939,0.511478358,9.166666667,5.279776493
75.9,0.083657588,1,6.697759609,1.39295978,13.0,1.018850582
81.2,0.097505669,1,24.20528049,2.288155164,7.833333333,-99999.0
77.6,0.010638298,1,9.212039009,1.093395063,11.16666667,2.572694266
78.5,0.01171875,0,10.73615583,0.650296628,7.166666667,15.85485113
78.5,0.01171875,0,10.73615583,0.650296628,7.166666667,15.85485113
75.3,0.040185471,1,11.40595509,0.94134511,8.333333333,9.677933589
78.3,0.026986507,0,6.311654535,2.283589591,9.166666667,-99999.0
76.7,0.013544018,0,24.15516646,7.633290448,13.33333333,-99999.0
82.8,0.021978022,0,14.57883797,1.229305791,10.16666667,-99999.0
76.4,0.0,0,13.81917738,0.884008405,7.666666667,-99999.0
76.9,0.0,0,23.00547898,1.549443737,7.0,-99999.0
78.0,0.0,0,20.26339,0.096991727,6.166666667,-99999.0
80.4,0.0,0,8.135728682,1.465772835,9.166666667,-99999.0
81.5,0.018324607,0,11.44316846,0.606170314,6.0,-99999.0
79.3,0.072196621,0,20.53604373,0.654048921,8.5,-99999.0
81.8,0.0,0,16.69830137,3.214259584,10.33333333,-99999.0
82.0,0.0,0,16.12906918,1.988038688,10.66666667,-99999.0
81.4,0.0,1,6.140254292,3.339338789,6.833333333,-99999.0
78.6,0.016296296,0,8.296605742,0.382898503,6.5,-99999.0
78.6,0.016296296,0,8.296605742,0.382898503,6.5,-99999.0
78.6,0.016296296,0,8.296605742,0.382898503,6.5,-99999.0
75.3,0.019073569,0,18.87206648,0.146424981,11.16666667,18.09133794
82.9,0.019955654,0,21.05876813,1.332391324,15.66666667,16.78603242
79.2,0.027874564,0,11.91669235,0.04395397,3.666666667,22.91076256
79.7,0.02862254,0,7.937308109,0.705408878,6.333333333,-99999.0
71.8,0.065315315,0,9.668960545,2.063743467,14.16666667,11.9769737
74.4,0.13225058,1,25.23334394,0.61894484,9.333333333,-99999.0
71.6,0.206779661,1,26.86915582,3.435614752,16.33333333,31.68486004
77.2,0.068093385,0,12.05515386,0.104771009,10.33333333,2.681623293
67.3,0.702898551,1,13.37625517,0.053533704,9.5,38.85262066
75.9,0.096629213,0,18.10419439,8.20333614,16.0,134.5535216
73.3,0.15755627,0,15.85483657,0.489667964,13.33333333,63.43797342
71.4,0.192028986,1,28.64676865,0.390105367,14.16666667,17.18926795
85.4,0.088235294,0,14.04240114,0.787764367,13.33333333,60.12780504
80.5,0.104693141,0,18.81118381,5.942398338,16.5,120.8401855
81.3,0.075441413,0,11.08596059,2.840696505,13.83333333,153.31258
76.6,0.064189189,0,15.36468251,0.370561513,12.66666667,10.0794476
78.3,0.043165468,1,21.1076282,0.219022561,6.0,-99999.0
67.9,0.138655462,1,17.3434905,0.495738866,14.83333333,28.55455866
80.4,0.043478261,0,20.38434329,1.642937544,17.5,141.6538471
82.1,0.0,0,7.898229491,3.313519158,12.16666667,539.9750899
79.9,0.028571429,0,29.0830385,8.531795197,17.66666667,304.0972392
81.6,0.021582734,0,17.70001942,0.343600975,12.5,72.86274414
86.0,0.096188748,0,14.15116855,28.85660684,16.16666667,256.3659525
66.1,0.247401247,0,28.02863847,1.597904836,15.16666667,6.05123725
68.6,0.016011645,1,17.79833446,0.321044779,12.66666667,17.65162568
69.3,0.134185304,1,23.0844075,0.725124343,13.5,31.86978569
71.6,0.102791878,1,14.08360113,1.382923503,12.0,8.802673999
79.3,0.006030151,0,13.54627612,5.777021475,12.66666667,335.784142
84.4,0.034229829,0,18.29414522,0.443545642,11.66666667,243.79998
84.1,0.022508039,0,21.25624448,0.234064232,12.83333333,227.5312388
77.6,0.32503888,0,18.69942919,8.041250986,15.5,257.7936267
72.8,0.402739726,1,21.26674074,5.967864081,17.16666667,23.86284468
73.2,0.10899654,1,14.30096455,0.266280785,11.16666667,5.876541468
70.3,0.529411765,1,14.74301255,0.095970372,10.83333333,24.38995031
75.9,0.0,0,9.141496043,0.043765419,4.833333333,-99999.0
67.6,0.238095238,1,14.32270466,7.799096297,15.83333333,76.93906174
73.5,0.04539559,1,11.11506244,2.824695995,15.33333333,4.76365069
81.2,0.0,0,19.75005097,7.757050599,17.16666667,141.1235652
79.7,0.0,0,27.22379928,9.020451935,17.33333333,70.94262589
80.0,0.0,0,18.49364542,3.551797951,12.5,464.1352347
80.5,0.117647059,0,24.38264832,2.932098847,17.16666667,1949.037091
82.2,0.105802048,0,37.14903982,9.418520338,16.0,571.1746496
81.4,0.044186047,0,41.24740996,39.93437489,18.5,250.223847
84.6,0.115681234,0,37.35354463,99.60060362,19.83333333,174.0969996
83.2,0.086142322,0,20.90532381,5.239649034,16.5,91.85665223
78.2,0.130168453,0,23.01396619,0.323824161,15.0,10.73144513
79.2,0.168728909,1,32.99609326,0.424669864,14.33333333,905.9057548
84.2,0.073825503,0,15.9234032,3.324497602,18.16666667,63.60702893
82.9,0.0,0,13.55908262,0.199695874,11.66666667,83.18544258
81.4,0.07518797,1,16.53338202,8.465421878,17.83333333,484.874967
82.8,0.236394558,0,13.15114006,10.64664564,17.66666667,710.7288503
79.0,0.143523921,0,13.39529554,0.84408999,11.16666667,191.6048358
82.5,0.0,0,31.98989947,8.237808474,19.0,454.9596247
72.9,0.161825726,0,23.72606294,1.142978907,14.66666667,55.00048876
75.4,0.150259067,0,0.234096534,3.838918627,8.666666667,3013.18896
80.5,0.06462585,1,7.824222444,4.384102051,12.66666667,357.0036183
80.9,0.008201523,0,32.5612215,3.465539606,14.5,126.8607709
77.4,0.131198347,0,22.30306348,6.922949647,15.0,363.9941798
80.2,0.27154047,0,11.38650213,14.16539559,13.66666667,521.4279173
78.0,0.0,0,16.55436132,0.240295488,8.0,-99999.0
78.2,0.168439716,1,13.55801254,1.625583446,7.5,-99999.0
76.6,0.02894356,0,17.02116549,0.514735593,8.5,-99999.0
75.4,0.12883959,1,17.78687041,6.308460689,10.0,-99999.0
81.6,0.0,0,10.03692941,0.954388299,8.333333333,-99999.0
77.8,0.041575492,1,13.76285947,0.742470133,6.666666667,-99999.0
80.4,0.066810345,0,19.42945985,0.03928849,5.333333333,-99999.0
78.0,0.087649402,0,13.92849974,0.163421643,6.5,-99999.0
81.9,0.014939309,0,15.97292961,0.748830222,8.5,-99999.0
79.4,0.036144578,0,13.34352777,0.75943487,8.833333333,-99999.0
78.9,0.016405136,0,17.04700806,0.155307174,7.5,-99999.0
80.0,0.009389671,0,16.66305094,0.102505059,7.0,-99999.0
74.3,0.043824701,1,17.90108528,0.115513339,5.333333333,-99999.0
77.9,0.0,0,17.04163822,0.307307115,7.666666667,-99999.0
82.4,0.023934618,0,2.528353859,0.101348984,7.5,-99999.0
77.4,0.0,0,16.38768846,0.760045095,9.666666667,-99999.0
83.1,0.074358974,0,10.70488102,0.095315983,6.833333333,-99999.0
82.5,0.023932988,0,16.49697614,0.099138638,8.0,-99999.0
78.9,0.016052061,0,16.23243259,0.353515336,8.333333333,-99999.0
77.6,0.073490814,1,4.07355902,2.463890191,8.166666667,-99999.0
86.9,0.0,0,6.011604243,0.706386948,6.833333333,-99999.0
77.9,0.046931408,1,23.52027309,0.514729548,14.83333333,16.74269389
73.4,0.575903614,1,16.39870021,0.147290164,10.66666667,618.0688072
73.2,0.205240175,0,23.10910063,2.327073817,14.33333333,13.00663337
81.4,0.050913838,0,24.41757279,3.286045449,16.5,3.354406392
75.3,0.037931034,0,23.59558925,1.571047834,14.16666667,30.20796524
79.5,0.0,0,14.0460073,0.476624813,7.333333333,-99999.0
81.0,0.0,0,16.08233395,0.137717201,7.0,-99999.0
78.6,0.043076923,1,12.85319305,2.91677117,11.0,7.341853847
73.9,0.090909091,1,10.21083074,1.77437375,11.5,4.947884799
81.2,0.04,0,7.08241458,1.942503373,12.5,0.574122232
81.2,0.04,0,7.08241458,1.942503373,12.5,0.574122232
79.3,0.079096045,0,23.70639237,2.149187611,15.5,25.87767592
78.5,0.0,0,14.96910856,0.459315008,11.16666667,2.052625982
78.5,0.02972973,0,10.04088444,1.216110215,12.16666667,2.36562695
78.5,0.073846154,0,20.42056282,0.025398225,5.0,-99999.0
80.8,0.0,0,19.48203921,0.119239534,5.333333333,-99999.0
73.7,0.11372549,1,22.98753101,0.309666817,12.33333333,34.97413466
81.3,0.01092545,0,5.387332187,1.533060612,8.5,0.398967127
78.4,0.0,0,1.400527404,0.034227905,5.166666667,0.01409755
79.6,0.018621974,0,12.92990159,0.165046355,5.666666667,-99999.0
85.5,0.0,0,12.21685343,0.09282332,6.666666667,-99999.0
79.0,0.021978022,1,18.49293683,0.813305099,15.16666667,18.16071035
77.6,0.037162162,0,19.87497989,3.574840528,14.66666667,14.276241
78.4,0.038262668,0,9.184614946,1.524936835,10.0,0.6598468
81.6,0.0,0,12.25676121,0.106894066,4.666666667,-99999.0
75.3,0.0,1,24.16807344,0.121630476,12.0,7.076682367
82.9,0.010172144,0,13.76873255,1.20689978,9.833333333,0.612804632
78.6,0.006920415,0,13.23376961,1.73729164,9.833333333,0.481713613
78.2,0.042079208,0,19.54121827,2.233599044,13.83333333,7.986052449
75.2,0.148058252,1,19.64881831,0.653488148,15.33333333,13.12801624
71.2,0.050420168,1,9.926399174,0.189101188,13.0,1.551587304
80.5,0.0,0,16.80978771,1.99962875,7.333333333,-99999.0
75.0,0.448548813,1,20.18448278,24.24876055,17.83333333,61.0711078
71.5,0.165703276,1,14.24489733,5.586464585,14.83333333,10.89078357
75.8,0.042553191,0,16.08718955,4.867705979,17.16666667,20.66555109
79.5,0.071574642,0,24.87504768,0.756390193,14.66666667,4.699900227
82.7,0.112820513,0,21.42237694,0.973764556,6.833333333,-99999.0
69.6,0.070528967,1,16.78622222,0.218008826,13.5,11.6105272
79.3,0.0,1,24.28400586,0.02448583,12.33333333,20.92069332
80.6,0.0,0,15.93129933,0.171638917,7.833333333,-99999.0
79.6,0.0,0,14.63130472,0.46227239,7.833333333,-99999.0
78.1,0.032490975,0,14.87982619,4.833057784,14.16666667,2.81337898
76.0,0.073566085,1,6.927528653,10.11805618,14.83333333,2.136381496
78.3,0.0,0,22.82979136,0.152960713,11.16666667,5.758520945
87.2,0.0,0,13.57662843,0.33662611,5.5,-99999.0
87.2,0.0,0,13.57662843,0.33662611,5.5,-99999.0
77.5,0.184210526,1,7.55575024,4.950016887,8.333333333,3.683817501
77.2,0.0,0,16.32573631,0.123693498,6.0,5.154271172
72.7,0.035313002,1,12.93944768,0.830147418,11.0,1.545486045
77.6,0.180831826,0,19.49374578,0.711006859,11.33333333,11.88734532
77.8,0.010526316,0,17.42241359,0.042070917,9.0,8.993079239
76.8,0.031936128,0,20.75678315,0.215867008,11.16666667,5.474832615
77.3,0.0,0,11.52562517,1.664387319,5.666666667,-99999.0
79.7,0.037694013,0,23.30693749,3.60699415,16.5,13.11625248
83.9,0.061999407,0,8.66054348,0.793596894,9.5,-99999.0
75.3,0.099403579,1,14.28273559,0.685612956,13.0,4.167559592
75.4,0.166306695,1,2.577044884,0.867495211,8.666666667,0.13114772
